year,term,crn,subject,course,title,ap,a,am,bp,b,bm,cp,c,cm,dp,d,dm,f,w,professor
2017,Spring,30107,AAS,100,Intro Asian American Studies,9,8,3,0,6,0,1,1,0,0,0,0,0,0,"Lee, Sang S"
2017,Spring,41729,AAS,100,Intro Asian American Studies,7,5,5,4,3,3,2,2,1,1,0,0,0,0,"Lee, Sang S"
2017,Spring,48232,AAS,100,Intro Asian American Studies,22,5,0,0,2,1,0,0,0,0,0,0,0,0,"Chung, Ga Young"
2017,Spring,48234,AAS,100,Intro Asian American Studies,16,7,0,1,2,1,1,0,1,0,0,0,0,0,"Chung, Ga Young"
2017,Spring,50105,AAS,100,Intro Asian American Studies,12,1,5,1,1,1,1,0,0,1,0,0,0,0,"Lee, Jean Y"
2017,Spring,59194,AAS,120,Intro to Asian Am Pop Culture,1,15,3,2,3,1,1,0,0,0,0,0,0,1,"Eng, Christopher A"
2017,Spring,64396,AAS,200,U.S. Race and Empire,7,7,3,1,0,2,1,0,0,0,0,0,0,0,"Sharif, Lila A"
2017,Spring,52317,AAS,215,US Citizenship Comparatively,1,9,1,0,2,4,2,1,1,1,0,1,3,1,"Cacho, Lisa M"
2017,Spring,54768,ABE,141,ABE Principles: Biological,0,18,12,10,3,3,0,0,0,0,2,0,4,0,"Bhalerao, Kaustubh"
2017,Spring,57089,ABE,225,ABE Principles: Bioenvironment,3,17,2,4,8,2,1,0,1,0,0,0,1,0,"Zhang, Yuanhui"
2017,Spring,57086,ABE,226,ABE Principles: Bioprocessing,2,5,13,6,4,4,2,1,0,0,0,0,0,0,"Singh, Vijay"
2017,Spring,39997,ABE,425,Engrg Measurement Systems,1,30,3,3,0,1,1,0,0,0,0,0,0,0,"Grift, Tony E"
2017,Spring,47444,ABE,436,Renewable Energy Systems,4,8,5,12,7,5,3,1,0,0,1,0,1,0,"Wang, Xinlei"
2017,Spring,51916,ABE,446,Biological Nanoengineering,1,6,12,2,0,1,0,0,0,0,0,0,0,0,"Bhalerao, Kaustubh"
2017,Spring,45418,ACCY,200,Fundamentals of Accounting,7,24,22,19,14,14,16,8,4,3,1,0,2,0,"Silhan, Peter A"
2017,Spring,30111,ACCY,200,Fundamentals of Accounting,8,11,7,3,0,1,0,0,0,0,0,0,0,0,"Li, Wei"
2017,Spring,30112,ACCY,201,Accounting and Accountancy I,4,5,6,3,5,6,3,5,4,0,2,0,4,1,"Gebhardt, Abbey L"
2017,Spring,30113,ACCY,201,Accounting and Accountancy I,4,9,7,6,5,4,0,3,2,0,6,0,1,0,"Gebhardt, Abbey L"
2017,Spring,30115,ACCY,201,Accounting and Accountancy I,4,7,7,7,6,3,3,3,2,0,8,0,0,1,"Jones, Brock A"
2017,Spring,30116,ACCY,201,Accounting and Accountancy I,1,4,5,4,6,7,3,3,3,0,3,0,3,2,"Pietura, Magdalena"
2017,Spring,30117,ACCY,201,Accounting and Accountancy I,2,4,11,5,5,3,3,3,1,0,2,0,3,2,"Pietura, Magdalena"
2017,Spring,45631,ACCY,201,Accounting and Accountancy I,5,10,8,6,6,3,5,1,1,0,3,0,0,2,"Jones, Brock A"
2017,Spring,30147,ACCY,202,Accounting and Accountancy II,2,9,0,3,6,3,3,2,2,0,0,0,0,0,"Shen, Haoqing"
2017,Spring,30121,ACCY,202,Accounting and Accountancy II,2,3,1,7,9,3,3,2,1,0,0,0,0,0,"Shen, Haoqing"
2017,Spring,30123,ACCY,202,Accounting and Accountancy II,3,3,1,5,7,3,4,0,2,0,2,0,0,1,"Valentine, Courtney M"
2017,Spring,30140,ACCY,202,Accounting and Accountancy II,3,4,1,7,7,2,2,1,2,0,0,0,0,0,"Silver, Paige R"
2017,Spring,30143,ACCY,202,Accounting and Accountancy II,4,3,2,15,4,4,1,0,0,0,1,0,1,1,"Waddock, Madeleine K"
2017,Spring,30151,ACCY,202,Accounting and Accountancy II,4,8,0,7,5,5,2,1,2,0,1,0,0,0,"Waddock, Madeleine K"
2017,Spring,30155,ACCY,202,Accounting and Accountancy II,3,4,2,9,7,4,1,4,1,0,0,0,0,0,"Agapito, Christina N"
2017,Spring,30159,ACCY,202,Accounting and Accountancy II,3,10,1,8,3,5,2,2,1,0,0,0,0,0,"Valentine, Courtney M"
2017,Spring,30161,ACCY,202,Accounting and Accountancy II,5,4,3,6,6,2,2,5,0,0,1,0,0,0,"Silver, Paige R"
2017,Spring,30164,ACCY,202,Accounting and Accountancy II,1,5,2,6,8,2,3,0,2,0,3,0,0,1,"Agapito, Christina N"
2017,Spring,30168,ACCY,202,Accounting and Accountancy II,1,4,4,3,11,5,1,2,1,0,1,0,0,0,"Coady, Jennifer J"
2017,Spring,30171,ACCY,202,Accounting and Accountancy II,1,4,2,12,6,0,4,2,1,0,0,0,0,0,"Chen, Monica S"
2017,Spring,30176,ACCY,202,Accounting and Accountancy II,2,6,0,6,9,2,3,3,2,0,0,0,0,1,"Schraiber, Rebecca L"
2017,Spring,30179,ACCY,202,Accounting and Accountancy II,1,4,2,7,7,3,4,2,2,0,0,0,0,0,"Schraiber, Rebecca L"
2017,Spring,30182,ACCY,202,Accounting and Accountancy II,2,3,2,8,4,5,3,1,4,0,0,0,0,0,"Coady, Jennifer J"
2017,Spring,30186,ACCY,202,Accounting and Accountancy II,2,6,2,9,5,4,0,1,1,0,0,0,0,0,"Chen, Monica S"
2017,Spring,30192,ACCY,301,Atg Measurement & Disclosure,4,3,4,3,5,2,1,0,1,2,0,1,4,1,"Davis, Gregory L"
2017,Spring,30195,ACCY,301,Atg Measurement & Disclosure,8,8,5,2,5,1,3,2,0,0,0,0,0,0,"Davis, Gregory L"
2017,Spring,30197,ACCY,301,Atg Measurement & Disclosure,8,8,8,2,3,1,1,1,0,1,0,0,0,0,"Davis, Gregory L"
2017,Spring,30200,ACCY,301,Atg Measurement & Disclosure,7,5,9,7,2,1,1,0,0,0,0,1,0,1,"Winn, Amanda M"
2017,Spring,30201,ACCY,301,Atg Measurement & Disclosure,4,3,8,7,5,1,3,3,1,0,0,0,0,0,"Winn, Amanda M"
2017,Spring,30203,ACCY,301,Atg Measurement & Disclosure,1,10,4,5,5,3,3,1,1,1,1,0,0,0,"Winn, Amanda M"
2017,Spring,60043,ACCY,302,Decision Making for Atg,0,8,7,10,4,1,4,0,0,0,0,0,0,0,"Fanning, Kirsten B"
2017,Spring,30211,ACCY,302,Decision Making for Atg,0,4,12,7,6,2,3,1,1,0,0,0,0,0,"Fanning, Kirsten B"
2017,Spring,30212,ACCY,302,Decision Making for Atg,0,8,4,6,9,5,2,0,1,1,0,0,0,0,"Finnegan, Thomas"
2017,Spring,30228,ACCY,302,Decision Making for Atg,0,8,14,6,0,3,3,1,0,0,0,0,0,1,"Finnegan, Thomas"
2017,Spring,30232,ACCY,302,Decision Making for Atg,0,11,7,1,10,4,0,0,1,0,0,0,0,0,"Fanning, Kirsten B"
2017,Spring,30255,ACCY,302,Decision Making for Atg,5,1,4,4,6,4,2,1,0,0,0,0,0,0,"Wu, Martin G"
2017,Spring,30267,ACCY,303,Atg Institutions and Reg,2,7,9,2,6,2,0,0,1,0,1,0,0,0,"Zhu, Wei"
2017,Spring,30271,ACCY,303,Atg Institutions and Reg,2,10,5,0,5,2,3,3,0,0,0,2,0,0,"Schwartz, Rachel"
2017,Spring,30274,ACCY,303,Atg Institutions and Reg,3,4,1,0,4,1,4,3,2,1,0,1,0,0,"Zhu, Wei"
2017,Spring,30276,ACCY,303,Atg Institutions and Reg,1,6,3,9,4,1,1,2,0,0,0,0,0,0,"Zhu, Wei"
2017,Spring,30278,ACCY,303,Atg Institutions and Reg,8,5,2,1,2,4,1,3,2,0,0,0,0,0,"Schwartz, Rachel"
2017,Spring,46358,ACCY,303,Atg Institutions and Reg,6,10,1,4,2,3,0,1,0,0,0,1,0,0,"Schwartz, Rachel"
2017,Spring,30286,ACCY,304,Accounting Control Systems,0,6,8,4,3,1,0,1,1,0,0,0,0,0,"Williamson, Michael"
2017,Spring,30288,ACCY,304,Accounting Control Systems,0,5,5,4,2,3,2,0,0,0,0,0,0,0,"Williamson, Michael"
2017,Spring,30291,ACCY,304,Accounting Control Systems,4,10,3,4,3,0,1,0,1,0,0,0,0,0,"Wu, Martin G"
2017,Spring,30294,ACCY,304,Accounting Control Systems,0,4,10,7,3,2,0,0,0,0,0,0,0,0,"Wu, Martin G"
2017,Spring,30296,ACCY,304,Accounting Control Systems,0,7,6,9,2,2,0,0,0,0,0,0,0,0,"Vance, Thomas W"
2017,Spring,30299,ACCY,304,Accounting Control Systems,4,4,5,6,5,1,1,0,0,0,0,0,0,0,"Vance, Thomas W"
2017,Spring,30334,ACCY,312,Principles of Taxation,0,6,3,4,0,4,0,3,0,2,0,0,0,0,"Hutchens, Michelle L"
2017,Spring,30335,ACCY,312,Principles of Taxation,0,11,0,6,0,2,0,1,0,0,1,0,0,0,"Hutchens, Michelle L"
2017,Spring,30336,ACCY,312,Principles of Taxation,4,5,2,4,6,0,1,1,1,0,0,0,0,0,"Lisowsky, Petro"
2017,Spring,39460,ACCY,312,Principles of Taxation,4,5,4,6,4,0,0,1,0,0,0,0,0,0,"Henderson, Belinda C"
2017,Spring,56978,ACCY,312,Principles of Taxation,0,3,9,2,5,1,0,1,1,0,0,0,0,0,"Lisowsky, Petro"
2017,Spring,65156,ACCY,312,Principles of Taxation,0,3,6,5,4,1,1,2,0,0,0,0,0,0,"Henderson, Belinda C"
2017,Spring,63823,ACCY,398,Practical Problems in Atg,123,6,1,2,0,0,0,0,0,0,0,0,0,0,"Nekrasz, Frank"
2017,Spring,30311,ACCY,405,Assurance and Attestation,0,5,8,10,1,3,2,0,1,1,0,0,0,0,"Thompson, Anne M"
2017,Spring,30315,ACCY,405,Assurance and Attestation,1,8,2,9,4,1,2,1,0,0,0,0,0,0,"Thompson, Anne M"
2017,Spring,30324,ACCY,405,Assurance and Attestation,0,12,3,3,7,2,1,0,0,0,0,0,0,0,"Peecher, Mark E"
2017,Spring,60044,ACCY,410,Advanced Financial Reporting,2,5,2,10,3,8,2,0,0,0,0,0,0,0,"Chen, Ciao-Wei"
2017,Spring,61733,ACCY,410,Advanced Financial Reporting,2,10,3,11,6,1,2,0,0,0,0,0,0,0,"Chen, Ciao-Wei"
2017,Spring,61734,ACCY,410,Advanced Financial Reporting,1,1,5,11,4,6,2,0,0,0,0,0,0,0,"Chen, Ciao-Wei"
2017,Spring,61745,ACCY,410,Advanced Financial Reporting,2,7,3,4,3,3,2,0,0,0,4,0,0,1,"Kustanovich, Michael"
2017,Spring,61758,ACCY,410,Advanced Financial Reporting,3,12,9,3,3,3,1,0,0,0,0,0,0,0,"Kustanovich, Michael"
2017,Spring,61759,ACCY,410,Advanced Financial Reporting,4,5,3,10,5,4,2,0,0,0,0,0,0,0,"Urcan, Oktay"
2017,Spring,65158,ACCY,415,Auditing Stds and Practice,2,1,6,2,2,5,0,0,3,0,0,0,0,0,"Chatterton, Angel"
2017,Spring,61737,ACCY,451,Advanced Income Tax Problems,6,8,4,5,10,4,3,1,0,0,0,0,0,0,"Henderson, Belinda C"
2017,Spring,61739,ACCY,451,Advanced Income Tax Problems,8,3,6,4,8,4,2,1,0,1,0,0,0,0,"Bodtke, James E"
2017,Spring,61743,ACCY,451,Advanced Income Tax Problems,1,9,4,4,5,7,2,5,0,0,0,0,0,0,"Cox, Sharon P"
2017,Spring,65160,ACCY,451,Advanced Income Tax Problems,0,4,3,8,8,5,4,2,0,0,0,0,0,0,"Cox, Sharon P"
2017,Spring,49296,ACCY,503,Managerial Accounting,4,11,17,7,8,2,2,0,0,0,0,0,0,0,"Vance, Thomas W"
2017,Spring,44465,ACCY,510,Financial Reporting Standards,5,9,0,2,6,0,2,0,1,0,0,0,0,0,"Steward, Cynthia G"
2017,Spring,44865,ACCY,510,Financial Reporting Standards,1,6,0,7,9,3,2,0,0,0,0,0,0,0,"Steward, Cynthia G"
2017,Spring,46889,ACCY,510,Financial Reporting Standards,3,5,9,6,4,0,0,0,0,0,0,0,0,0,"Hepp, John"
2017,Spring,46890,ACCY,510,Financial Reporting Standards,2,3,6,11,4,1,0,0,0,0,0,0,0,0,"Hepp, John"
2017,Spring,30434,ACCY,512,Internal Risk Measurement/Rept,0,1,22,11,4,0,1,0,0,0,0,0,0,0,"Hecht, Gary W"
2017,Spring,30436,ACCY,512,Internal Risk Measurement/Rept,0,9,15,3,2,0,1,0,0,0,0,0,0,0,"Hecht, Gary W"
2017,Spring,44467,ACCY,515,Auditing & Assurance Standards,0,8,6,3,7,1,0,0,0,0,0,0,0,0,"Williams, Devin J"
2017,Spring,46360,ACCY,515,Auditing & Assurance Standards,0,3,3,9,6,2,0,0,0,0,0,0,0,0,"Williams, Devin J"
2017,Spring,30428,ACCY,517,Financial Statement Analysis,0,7,3,4,6,2,1,1,0,0,0,0,0,0,"Ibrahim, Adel Nematallah"
2017,Spring,30431,ACCY,517,Financial Statement Analysis,1,8,0,11,3,0,0,0,0,0,0,0,0,0,"Li, Yue"
2017,Spring,61747,ACCY,517,Financial Statement Analysis,0,11,6,3,2,1,2,0,0,0,0,0,0,1,"Ibrahim, Adel Nematallah"
2017,Spring,63200,ACCY,517,Financial Statement Analysis,0,30,9,0,0,0,0,1,0,0,0,0,0,0,"Elliott, W B"
2017,Spring,63202,ACCY,517,Financial Statement Analysis,2,6,5,6,7,2,0,0,0,0,0,0,0,0,"Ibrahim, Adel Nematallah"
2017,Spring,63203,ACCY,517,Financial Statement Analysis,0,18,2,0,0,0,0,1,0,0,0,0,0,0,"Jackson, Kevin"
2017,Spring,64807,ACCY,518,Financial Statement Fraud,31,7,0,1,1,0,0,0,0,0,0,0,0,0,"Nekrasz, Frank"
2017,Spring,30438,ACCY,552,Partnership Income Taxation,0,4,5,8,10,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2017,Spring,30440,ACCY,552,Partnership Income Taxation,0,8,13,7,10,1,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2017,Spring,58919,ACCY,555,Inc Tx Acctg & Multistate Tx,0,2,4,10,5,1,0,0,0,0,0,0,0,0,"Bergmann, Gregory A"
2017,Spring,58917,ACCY,557,Consolidated Tax Returns,1,5,5,6,5,0,0,0,0,0,0,0,0,0,"Kalish, Kent J"
2017,Spring,58918,ACCY,557,Reorganizations,3,1,8,6,2,2,0,0,0,0,0,0,0,0,"McAlpine, William C"
2017,Spring,60437,ACCY,561,Taxes and Business Strategy,0,7,1,1,11,2,0,0,0,0,0,0,0,0,"Davis, Jon S"
2017,Spring,64806,ACCY,575,Data Analytics Apps in ACCY,0,18,18,1,1,0,0,0,0,0,0,0,0,0,"Hecht, Gary W"
2017,Spring,57385,ACCY,593,Advanced Topics in Accounting,3,18,5,3,9,0,0,0,0,0,0,0,0,0,"Ahmed, Waqar"
2017,Spring,30453,ACCY,593,Advanced Topics in Accounting,4,6,4,5,15,0,0,1,0,0,0,0,0,0,"Ahmed, Waqar"
2017,Spring,63504,ACCY,593,Advanced Topics in Accounting,1,11,3,3,18,0,0,0,0,0,0,0,0,0,"Ahmed, Waqar"
2017,Spring,30503,ACE,161,Microcomputer Applications,0,18,0,0,6,0,0,0,0,0,0,0,0,0,"Rogalla, Valerie"
2017,Spring,30486,ACE,161,Microcomputer Applications,0,18,0,0,5,0,0,0,0,0,1,0,0,0,"Lo, Alexander C"
2017,Spring,30504,ACE,161,Microcomputer Applications,0,17,0,0,3,0,0,2,0,0,0,0,1,0,"Rogalla, Valerie"
2017,Spring,30505,ACE,161,Microcomputer Applications,0,18,0,0,4,0,0,2,0,0,0,0,0,1,"Lo, Alexander C"
2017,Spring,30487,ACE,161,Microcomputer Applications,0,21,0,0,2,0,0,1,0,0,0,0,0,0,"Lo, Alexander C"
2017,Spring,30507,ACE,161,Microcomputer Applications,0,19,0,0,4,0,0,1,0,0,0,0,0,0,"Lo, Alexander C"
2017,Spring,30489,ACE,161,Microcomputer Applications,0,23,0,0,1,0,0,1,0,0,0,0,0,0,"Lo, Alexander C"
2017,Spring,30509,ACE,161,Microcomputer Applications,0,30,0,0,9,0,0,0,0,0,0,0,3,0,"Rogalla, Valerie"
2017,Spring,30491,ACE,161,Microcomputer Applications,0,21,0,0,3,0,0,1,0,0,0,0,0,0,"Lo, Alexander C"
2017,Spring,30513,ACE,161,Microcomputer Applications,0,36,0,0,6,0,0,2,0,0,1,0,1,0,"Rogalla, Valerie"
2017,Spring,30493,ACE,161,Microcomputer Applications,0,11,0,0,6,0,0,5,0,0,1,0,1,0,"Rogalla, Valerie"
2017,Spring,30494,ACE,161,Microcomputer Applications,0,16,0,0,3,0,0,3,0,0,0,0,0,2,"Rogalla, Valerie"
2017,Spring,55458,ACE,231,Food and Agribusiness Mgt,9,39,48,31,28,12,4,2,1,2,0,1,1,0,"Stoddard, Paul B"
2017,Spring,30577,ACE,232,Management of Farm Enterprises,8,9,10,3,22,14,4,6,4,1,0,1,0,0,"Stoddard, Paul B"
2017,Spring,55444,ACE,240,Personal Financial Planning,10,29,6,11,13,5,2,7,0,0,1,0,3,0,"Xu, Yilan"
2017,Spring,39440,ACE,251,The World Food Economy,0,13,20,10,21,25,8,9,2,1,1,0,1,2,"Goldsmith, Peter D"
2017,Spring,44225,ACE,254,Economic Systems in Africa,2,5,3,2,8,3,1,7,0,1,0,0,2,0,"Allen-Smith, Joyce E"
2017,Spring,60578,ACE,261,Applied Statistical Methods,2,4,1,7,12,4,7,6,3,4,2,0,1,0,"Serra Devesa, Maria Teres"
2017,Spring,30581,ACE,270,Consumer Economics,0,11,1,6,10,7,4,6,5,2,2,0,5,0,"Gundersen, Craig"
2017,Spring,60459,ACE,310,Natural Resource Economics,0,21,21,9,17,8,3,4,1,1,1,0,1,0,"Brazee, Richard J"
2017,Spring,53547,ACE,360,Spreadsheet Models & Applic,13,4,7,1,5,2,0,1,1,1,1,0,1,0,"Doehring, Todd A"
2017,Spring,53546,ACE,360,Spreadsheet Models & Applic,14,9,3,5,7,5,3,3,1,1,1,1,1,0,"Doehring, Todd A"
2017,Spring,30588,ACE,403,Agricultural Law,1,3,7,9,3,2,0,2,0,0,0,0,0,0,"Coppess, Jonathan"
2017,Spring,57692,ACE,428,Commodity Futures and Options,1,5,10,2,5,10,2,8,2,4,3,5,1,0,"Cruz, Jose C"
2017,Spring,43567,ACE,430,Food Marketing,0,3,6,12,7,7,4,1,0,0,3,0,0,0,"Goldsmith, Peter D"
2017,Spring,30593,ACE,431,Agri-food Strategic Management,1,4,10,4,8,5,4,2,1,0,0,0,0,0,"Ellison, Brenna"
2017,Spring,58953,ACE,435,Global Agribusiness Management,2,22,10,3,9,3,2,1,1,0,0,0,2,0,"Schnitkey, Gary D"
2017,Spring,55323,ACE,444,Finan Serv & Invest Plan,4,9,1,2,2,1,4,2,0,0,4,0,1,0,"Sherrick, Bruce J"
2017,Spring,49906,ACE,446,Modeling App's Finan Plan,0,20,5,2,8,0,0,5,0,0,4,0,0,0,"Sherrick, Bruce J"
2017,Spring,52915,ACE,449,Retirement & Benefit Planning,4,2,3,7,7,4,2,2,3,1,3,0,1,0,"Zeedyk, Betty J"
2017,Spring,45927,ACE,456,Agr and Food Policies,0,30,1,0,4,0,0,1,0,0,0,0,0,0,"Kirwan, Barrett E"
2017,Spring,30604,ACE,474,Econ of Consumption,0,4,3,3,7,10,3,4,1,1,1,0,0,0,"Lyons, Angela C"
2017,Spring,62223,ACE,476,Family Economics,0,3,2,6,5,6,3,0,0,0,1,0,1,0,"Lyons, Angela C"
2017,Spring,63906,ACES,102,Intro Sustainable Food Systems,14,10,3,1,1,0,1,0,0,0,0,0,0,0,"Rodriguez, Luis F"
2017,Spring,60077,ADV,150,Introduction to Advertising,81,98,11,17,22,3,11,0,0,0,0,0,7,4,"Hall, Steven R"
2017,Spring,60079,ADV,281,Advertising Research Methods,1,7,7,13,15,3,8,6,1,0,1,0,0,0,"Wise, Kevin R"
2017,Spring,60083,ADV,281,Advertising Research Methods,0,8,1,4,33,3,1,18,0,0,1,0,0,0,"Vargas, Patrick T"
2017,Spring,60080,ADV,283,Advertising and Brand Strategy,0,19,10,8,1,0,0,0,0,0,0,0,0,0,"Nelson, Michelle R"
2017,Spring,60081,ADV,283,Advertising and Brand Strategy,0,27,17,1,2,0,0,0,1,0,0,0,0,0,"Nelson, Michelle R"
2017,Spring,60082,ADV,284,Consumer Insight,0,9,24,7,6,0,1,0,0,0,0,0,0,0,"Ahn, Regina"
2017,Spring,60111,ADV,284,Consumer Insight,0,34,14,2,0,0,0,0,0,0,0,0,0,0,"Das, Susmita"
2017,Spring,54936,ADV,310,Intro to Public Relations,4,17,13,10,36,10,8,8,5,0,1,1,3,2,"Wirtz, John"
2017,Spring,65258,ADV,311,Classic Campaigns,0,14,15,3,2,3,0,0,0,0,0,0,1,0,"Chambers, Jason P"
2017,Spring,60084,ADV,312,Advertising History,0,3,4,11,6,4,4,1,0,0,0,0,0,0,"Chambers, Jason P"
2017,Spring,60085,ADV,390,Content Creation,0,18,5,14,13,15,11,1,2,0,1,0,0,1,"Sheldon, Peter S"
2017,Spring,39501,ADV,410,Public Relations Strategies,3,34,15,4,8,0,2,0,0,0,1,0,0,1,"Hartmann, Nathaniel B"
2017,Spring,60087,ADV,460,Innovation in Advertising,0,14,13,9,4,2,4,1,3,0,0,0,0,0,"Ham, Chang Dae"
2017,Spring,61526,ADV,460,Innovation in Advertising,0,26,7,10,7,3,0,1,0,0,0,0,0,0,"Ham, Chang Dae"
2017,Spring,50150,ADV,483,Audience Analysis,0,2,23,21,5,0,1,1,2,0,0,0,0,0,"Sar, Sela"
2017,Spring,30740,ADV,483,Audience Analysis,0,0,11,20,12,7,0,1,0,1,0,0,0,0,"Sar, Sela"
2017,Spring,61427,ADV,490,Digital Advertising Content,0,29,1,3,6,1,1,1,0,0,2,0,3,0,"Yao, Mike Z"
2017,Spring,63497,ADV,490,Sports PR,0,15,8,1,0,1,0,0,0,0,0,0,1,0,"Raquel, Steve A"
2017,Spring,64125,ADV,492,Tech and Advertising Campaigns,5,21,3,4,6,1,0,0,0,0,0,0,0,0,"Yao, Mike Z"
2017,Spring,63424,ADV,498,The Sandage Project,0,22,5,1,1,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2017,Spring,63425,ADV,498,The Sandage Project,0,12,13,5,0,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2017,Spring,63427,ADV,498,The Sandage Project,0,10,9,6,0,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
2017,Spring,59233,AE,199,Computer-Aided Design,2,12,7,5,4,0,1,1,1,0,1,0,1,0,"Laystrom-Woodar, Julia K"
2017,Spring,61002,AE,199,Computer-Aided Design,0,8,7,4,1,0,1,0,0,0,0,0,1,0,"Laystrom-Woodar, Julia K"
2017,Spring,54415,AE,202,Aerospace Flight Mechanics,4,18,26,22,15,9,1,1,2,0,0,0,0,1,"Ghosh, Alexander R"
2017,Spring,65567,AE,311,Incompressible Flow,0,3,4,8,9,4,3,4,0,0,1,1,1,2,"Woodard, Brian S"
2017,Spring,29874,AE,312,Compressible Flow,2,28,6,2,31,2,2,14,1,0,5,0,2,0,"Dutton, J C"
2017,Spring,65568,AE,321,Mechs of Aerospace Structures,2,6,6,5,6,4,4,2,1,0,0,0,0,1,"James, Kai"
2017,Spring,54418,AE,323,Applied Aerospace Structures,3,23,17,5,25,3,4,8,4,0,3,0,2,0,"Lambros, John"
2017,Spring,65569,AE,352,Aerospace Dynamical Systems,6,6,12,3,5,6,3,4,1,0,2,0,0,1,"Namachchivaya, N S"
2017,Spring,29907,AE,353,Aerospace Control Systems,18,22,11,2,5,0,1,0,0,2,0,0,2,1,"Bretl, Timothy W"
2017,Spring,29973,AE,403,Spacecraft Attitude Control,5,11,4,3,3,2,0,2,0,0,0,0,0,0,"Ho, Koki"
2017,Spring,29954,AE,410,Computational Aerodynamics,2,6,5,4,2,2,3,0,2,0,0,1,2,0,"Balajewicz, Maciej"
2017,Spring,29960,AE,419,Aircraft Flight Mechanics,2,5,8,7,2,5,4,3,2,3,0,1,0,0,"Selig, Michael S"
2017,Spring,29970,AE,434,Rocket Propulsion,0,4,6,2,15,4,0,4,0,0,0,0,7,0,"Levin Fliflet, Deborah"
2017,Spring,29965,AE,435,Electric Propulsion,1,12,4,4,3,2,2,0,0,0,0,0,0,0,"Burton, Rodney L"
2017,Spring,56779,AE,443,Aerospace Systems Design II,3,35,18,4,4,1,0,0,0,0,0,0,0,0,"D'Urso, Steven J"
2017,Spring,56782,AE,443,Aerospace Systems Design II,0,5,14,4,12,3,3,0,1,0,0,0,0,0,"Putnam, Zachary R"
2017,Spring,54458,AE,461,Structures & Control Lab,7,67,29,6,0,1,0,5,0,0,0,0,1,0,"Chasiotis, Ioannis"
2017,Spring,45869,AFRO,101,"Black America, 1619-Present",1,6,2,4,2,3,2,0,0,0,0,0,1,0,"McDuffie, Erik S"
2017,Spring,44761,AFRO,103,Black Women in the Diaspora,2,3,5,0,0,3,0,0,3,2,1,3,3,0,"Flynn, Karen"
2017,Spring,61994,AFRO,105,Black Literature in America,0,3,3,4,7,2,0,2,0,1,0,0,0,2,"Jenkins, Candice M"
2017,Spring,65553,AFRO,132,African American Music,0,11,5,5,2,2,0,0,0,0,0,0,0,0,"Meyers, John P"
2017,Spring,65251,AFRO,227,Studies in Black Television,0,9,4,4,1,1,0,0,1,1,0,0,0,0,"Thompson-Spires, Nafissa"
2017,Spring,63821,AFRO,231,Lang Diff Dis: American Persp,1,26,0,0,6,0,0,0,0,0,0,0,0,0,"Proctor, Frances A"
2017,Spring,60158,AGCM,315,Emerging Media,0,22,1,3,3,0,0,0,0,0,0,0,0,0,"Cupps-Miller, Heather A"
2017,Spring,29901,AGCM,320,Public Information Campaigns,0,4,9,7,2,2,0,0,0,1,0,0,0,0,"Rodriguez, Ma Lulu A"
2017,Spring,58723,AGED,260,Intro to Leadership Studies,21,57,21,20,17,14,10,7,4,6,1,2,1,1,"Burgoon, Lisa A"
2017,Spring,54390,AGED,300,Training and Development,4,22,1,1,3,0,1,0,1,0,0,0,0,0,"Korte, Debra S"
2017,Spring,55485,AGED,310,Prof Dev in Leadership Ed,10,3,1,3,4,1,0,0,1,0,0,0,0,0,"Keating, Kari H"
2017,Spring,47949,AGED,380,Leadership in Groups and Teams,7,14,15,2,3,4,0,1,0,0,0,0,0,0,"Collins, Jasmine D"
2017,Spring,54403,AGED,480,Collaborative Leadership,9,16,2,0,0,0,1,0,0,0,0,0,0,0,"Macke, Tiffany B"
2017,Spring,58805,AGED,480,Collaborative Leadership,3,22,9,0,0,0,0,0,0,0,0,0,1,0,"Keating, Kari H"
2017,Spring,65444,AIS,101,Intro to Amer Indian Studies,0,9,11,6,2,1,0,0,0,0,0,0,0,0,"Theobald, Brianna J"
2017,Spring,65445,AIS,101,Intro to Amer Indian Studies,19,12,0,1,1,0,0,0,0,0,1,0,0,1,"Davis, Jennifer L"
2017,Spring,29911,ANSC,100,Intro to Animal Sciences,1,11,1,0,9,0,1,1,0,0,0,0,0,0,"Parrett, Douglas F"
2017,Spring,29915,ANSC,100,Intro to Animal Sciences,2,16,0,2,9,0,2,2,0,0,1,0,0,0,"Parrett, Douglas F"
2017,Spring,54701,ANSC,101,Contemporary Animal Issues,5,88,17,20,19,12,7,8,6,5,0,1,5,3,"Johnson, Janeen L"
2017,Spring,29920,ANSC,103,Working With Farm Animals,0,58,0,0,3,0,0,0,0,0,0,0,0,1,"Parsons, Carl M"
2017,Spring,57581,ANSC,110,Life With Animals and Biotech,1,15,5,2,0,0,0,1,0,0,0,0,0,0,"Allen, Crystal A"
2017,Spring,11152,ANSC,199,Foal Watch,1,51,0,0,1,0,0,0,0,0,0,0,0,0,"Kline, Kevin H"
