year,term,crn,subject,course,title,ap,a,am,bp,b,bm,cp,c,cm,dp,d,dm,f,w,professor
2017,Spring,32441,CHEM,105,General Chemistry Lab II,0,22,2,0,1,0,0,0,0,0,0,0,1,0,"Daly, Connor I"
2017,Spring,32442,CHEM,105,General Chemistry Lab II,0,19,1,2,1,1,1,1,0,0,0,0,2,0,"Shari'ati, Yusef A"
2017,Spring,32443,CHEM,105,General Chemistry Lab II,0,21,0,2,1,1,0,0,0,0,0,0,1,0,"Muhammad, Safiyah R"
2017,Spring,39117,CHEM,105,General Chemistry Lab II,0,24,2,3,0,0,0,0,0,0,0,0,0,0,"Patel, Sohum K"
2017,Spring,39118,CHEM,105,General Chemistry Lab II,0,22,0,1,1,1,0,1,0,0,1,0,1,0,"Dahodwala, Mohsin G"
2017,Spring,43152,CHEM,105,General Chemistry Lab II,0,22,2,0,1,0,0,0,0,0,0,0,0,0,"Muhammad, Safiyah R"
2017,Spring,43154,CHEM,105,General Chemistry Lab II,0,17,2,4,2,2,0,0,0,0,0,0,2,0,"Schwandt, William F"
2017,Spring,43156,CHEM,105,General Chemistry Lab II,0,17,1,1,0,1,0,0,0,1,0,0,0,0,"Muhammad, Safiyah R"
2017,Spring,43157,CHEM,105,General Chemistry Lab II,0,17,0,2,0,1,0,1,0,0,0,0,1,0,"Daly, Connor I"
2017,Spring,39201,CHEM,108,"Chemistry, Everyday Phenomena",1,18,6,3,3,1,0,0,0,0,0,0,0,0,"Adams, Gretchen"
2017,Spring,32559,CHEM,199,Undergraduate Open Seminar,24,275,3,0,4,0,0,1,0,0,0,0,3,7,"Adams, Gretchen"
2017,Spring,32457,CHEM,204,Accelerated Chemistry II,3,22,12,20,23,11,24,28,20,5,8,2,8,0,"Huang, Tina H"
2017,Spring,32549,CHEM,205,Accelerated Chemistry Lab II,0,19,22,18,20,10,9,10,3,1,0,4,6,1,"Huang, Tina H"
2017,Spring,32545,CHEM,205,Accelerated Chemistry Lab II,1,5,4,12,9,6,5,4,3,1,0,0,0,1,"Huang, Tina H"
2017,Spring,53070,CHEM,232,Elementary Organic Chemistry I,4,5,16,11,17,18,13,16,24,6,7,2,1,2,"Axelson, Jordan C"
2017,Spring,63826,CHEM,232,Elementary Organic Chemistry I,11,26,27,19,33,48,35,38,37,7,8,1,5,3,"Axelson, Jordan C"
2017,Spring,39183,CHEM,232,Elementary Organic Chemistry I,0,1,0,1,6,1,2,15,1,0,5,1,2,0,"Kell, David A"
2017,Spring,55787,CHEM,232,Elementary Organic Chemistry I,0,1,0,1,9,3,0,12,3,1,2,2,4,0,"Kell, David A"
2017,Spring,32573,CHEM,233,Elementary Organic Chem Lab I,21,59,23,24,10,8,2,2,0,0,0,2,1,0,"Kell, David A"
2017,Spring,32576,CHEM,233,Elementary Organic Chem Lab I,24,59,37,24,19,1,2,2,0,1,0,0,1,0,"Kell, David A"
2017,Spring,32578,CHEM,233,Elementary Organic Chem Lab I,15,41,28,20,15,8,3,3,1,0,0,1,0,0,"Kell, David A"
2017,Spring,32600,CHEM,236,Fundamental Organic Chem I,0,10,3,4,11,2,1,17,1,0,2,0,2,1,"Zimmerman, Steven C"
2017,Spring,32612,CHEM,237,Structure and Synthesis,1,10,3,5,9,4,5,10,3,0,0,0,1,1,"van der Donk, Wilfred A"
2017,Spring,32624,CHEM,312,Inorganic Chemistry,0,5,6,3,12,3,6,11,1,4,4,0,2,0,"Murphy, Catherine J"
2017,Spring,32638,CHEM,315,Instrumental Chem Systems Lab,1,22,15,25,11,10,11,19,10,0,2,0,4,0,"Gewirth, Andrew A"
2017,Spring,60621,CHEM,332,Elementary Organic Chem II,2,14,9,5,9,20,12,12,9,11,6,2,6,0,"Koerner, Michael"
2017,Spring,60622,CHEM,332,Elementary Organic Chem II,6,22,15,16,25,20,13,20,18,6,8,4,9,3,"Koerner, Michael"
2017,Spring,52261,CHEM,332,Elementary Organic Chem II,28,11,2,1,2,0,0,0,0,0,0,0,0,0,"Moore, Jeffrey S"
2017,Spring,59243,CHEM,360,Chemistry of the Environment,8,76,19,7,7,3,3,2,0,1,1,0,1,1,"Shen, Mei"
2017,Spring,32639,CHEM,420,Instrumental Characterization,1,20,2,1,20,1,2,16,1,1,0,0,0,1,"Leckband, Deborah E"
2017,Spring,32672,CHEM,436,Fundamental Organic Chem II,6,12,10,11,29,2,18,18,11,0,4,0,3,1,"Sarlah, David"
2017,Spring,32673,CHEM,437,Organic Chemistry Lab,1,9,2,5,2,3,1,0,0,0,0,0,0,0,"Hull, Kami L"
2017,Spring,32679,CHEM,442,Physical Chemistry I,1,5,15,7,8,8,3,2,2,0,0,1,0,0,"van der Veen, Renske"
2017,Spring,32681,CHEM,444,Physical Chemistry II,6,4,9,6,4,2,0,0,1,0,0,0,0,0,"Rienstra, Chad"
2017,Spring,32734,CHEM,445,Physical Principles Lab I,5,8,4,1,2,1,0,0,0,0,0,0,0,0,"Oldfield, Eric"
2017,Spring,64931,CHEM,474,Drug Discovery & Development,3,12,1,2,6,2,0,3,1,1,1,0,2,1,"Mitchell, Douglas A"
2017,Spring,43148,CHEM,530,Structure and Spectroscopy,0,13,6,2,6,3,0,0,0,0,0,0,0,0,"Fleming, Ian"
2017,Spring,43049,CHEM,588,Physical Methods Mat Chem,0,23,5,2,0,0,0,0,0,0,0,0,0,0,"Nuzzo, Ralph G"
2017,Spring,31075,CHLH,100,Contemporary Health,28,42,19,13,21,7,4,3,2,1,1,1,2,0,"Kaplan, Justine"
2017,Spring,31079,CHLH,101,Introduction to Public Health,17,35,26,25,16,11,10,6,3,0,1,0,1,0,"Kaplan, Justine"
2017,Spring,31089,CHLH,101,Introduction to Public Health,9,36,30,17,9,12,6,4,3,0,1,0,1,0,"Derk, Gwendolyn R"
2017,Spring,63867,CHLH,101,Introduction to Public Health,26,204,153,106,74,36,19,24,17,4,2,2,16,0,"Kaplan, Justine"
2017,Spring,57044,CHLH,125,Orientation KIN & Comm Health,4,63,0,0,6,0,0,0,0,0,0,0,1,0,"Firkins, Carol H"
2017,Spring,47207,CHLH,199,Undergraduate Open Seminar,0,7,8,2,4,4,2,1,1,1,1,1,2,0,"Orazio, Elora E"
2017,Spring,31112,CHLH,199,Undergraduate Open Seminar,5,42,1,2,0,0,0,0,0,0,0,0,0,0,"McLay, Molly M"
2017,Spring,31113,CHLH,200,Mental Health,0,74,0,0,40,0,0,6,0,0,3,0,5,1,"Gobin, Robyn L"
2017,Spring,64927,CHLH,201,Pub Hlth Research Meas & Meth,5,4,6,5,2,3,2,3,0,1,0,0,1,0,"Andrade, Flavia C"
2017,Spring,31158,CHLH,206,Human Sexuality,23,15,10,6,7,7,5,0,1,0,2,0,4,1,"Blackstone, Sarah R"
2017,Spring,57810,CHLH,206,Human Sexuality,32,337,108,42,90,22,13,15,7,1,4,4,12,1,"Rinaldi-Miles, Anna I"
2017,Spring,31097,CHLH,243,Drug Use and Abuse,0,41,0,0,25,0,0,10,0,0,3,0,5,1,"Ritter, Ellen S"
2017,Spring,31098,CHLH,243,Drug Use and Abuse,0,49,0,0,28,0,0,19,0,0,5,0,2,0,"Jones, Ashleigh E"
2017,Spring,65894,CHLH,243,Drug Use and Abuse,354,161,52,22,15,9,4,7,6,1,0,1,2,0,"Kersh, Renique"
2017,Spring,57812,CHLH,243,Drug Use and Abuse,375,174,54,35,21,15,7,7,3,3,4,2,6,2,"Kersh, Renique"
2017,Spring,31249,CHLH,250,Health Care Systems,15,41,30,20,4,3,9,5,2,0,1,1,0,0,"Farner, Susan M"
2017,Spring,31261,CHLH,260,Introduction to Medical Ethics,22,74,16,8,7,7,3,0,0,0,1,1,0,0,"Notaro, Stephen J"
2017,Spring,31263,CHLH,274,Introduction to Epidemiology,5,4,13,8,7,16,4,6,1,1,1,0,0,0,"Grigsby, Diana S"
2017,Spring,65870,CHLH,274,Introduction to Epidemiology,17,45,61,37,25,26,10,5,8,3,4,2,18,0,"Rosenblatt, Karin A"
2017,Spring,31156,CHLH,304,Foundations of Health Behavior,12,45,23,14,11,6,8,12,0,2,0,1,6,0,"Farner, Susan M"
2017,Spring,54665,CHLH,380,Orientation to Internship,1,79,1,6,1,2,0,0,1,0,0,0,0,0,"Farner, Susan M"
2017,Spring,60721,CHLH,407,"Disability, Culture & Society",0,22,0,0,2,0,0,0,0,0,0,0,1,0,"Chiu, Chung-Yi"
2017,Spring,31274,CHLH,409,Women's Health,0,25,0,0,12,0,0,1,0,0,1,0,1,0,"Rosenblatt, Karin A"
2017,Spring,31278,CHLH,410,Public Health Practice,31,49,24,14,14,1,1,2,0,0,0,0,0,0,"Kaplan, Justine"
2017,Spring,57254,CHLH,415,International Health,4,10,8,6,2,4,1,0,1,0,0,2,3,0,"Schwingel, Andiara"
2017,Spring,31281,CHLH,421,Health Data Analysis,62,22,15,3,8,7,2,2,2,1,0,0,0,0,"An, Ruopeng"
2017,Spring,31287,CHLH,455,Health Services Financing,18,28,7,6,13,1,1,2,0,0,0,0,1,0,"Notaro, Stephen J"
2017,Spring,31294,CHLH,458,Health Administration,22,15,10,7,3,7,0,9,0,0,0,0,0,0,"Cotoc, Crina N"
2017,Spring,53527,CHLH,469,Environmental Health,3,9,6,7,2,1,2,1,1,0,0,0,2,0,"Farner, Susan M"
2017,Spring,55764,CHLH,494,Special Topics: Health Issues,18,12,1,3,0,0,1,0,0,0,0,0,1,0,"Farner, Susan M"
2017,Spring,60206,CHLH,572,Principles of Epidemiology,0,3,6,9,3,4,0,0,0,0,0,0,0,0,"Grigsby, Diana S"
2017,Spring,63704,CHLH,594,Special Topics,5,13,2,2,0,0,0,0,0,0,0,0,0,0,"Klonoff-Cohen, Hillary"
2017,Spring,46092,CI,401,Intro Tchg in a Diverse Societ,13,11,3,0,3,0,0,2,0,0,0,0,0,0,"Kennett, Katrina S"
2017,Spring,31868,CI,404,Tchg and Assessing Sec Sch Stu,0,11,0,0,6,0,0,4,0,0,0,0,2,0,"Willis, Arlette I"
2017,Spring,31898,CI,404,Tchg and Assessing Sec Sch Stu,0,20,1,0,1,0,0,0,0,0,0,0,0,0,"Mann, Jay A"
2017,Spring,31903,CI,407,Thry Prac in Elem Schl Tchg II,0,14,11,1,0,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
2017,Spring,52440,CI,415,"Lang Varieties,Cult,& Learning",2,5,5,2,6,0,1,0,0,0,0,0,2,0,"Smith, Patrick H"
2017,Spring,52441,CI,415,"Lang Varieties,Cult,& Learning",0,13,7,2,0,0,0,0,0,0,0,0,0,0,"Valderrama Sepu, Laura P"
2017,Spring,52443,CI,415,"Lang Varieties,Cult,& Learning",0,20,2,1,1,0,0,0,0,0,0,0,0,0,"Chaitra Shivapr, Unknown"
2017,Spring,31938,CI,431,Tchg Elementary Mathematics,5,23,1,1,0,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
2017,Spring,63326,CI,432,Invest Approach Elem Math Inst,3,9,6,3,0,0,0,0,0,0,0,0,0,0,"Poetzel, Adam R"
2017,Spring,62106,CI,437,Educational Game Design,0,20,9,2,2,0,0,0,0,0,0,0,0,0,"Lindgren, Robb W"
2017,Spring,64886,CI,446,Culture in the Classroom,4,11,7,4,0,1,0,0,1,0,0,0,0,0,"Murillo, Luz A"
2017,Spring,63330,CI,448,Tchg Elem Social Studies,0,16,2,3,0,0,0,0,0,0,0,0,0,0,"Jones, Alexis L"
2017,Spring,63334,CI,451,Tchg Elem Science II,0,15,3,2,0,1,0,0,0,0,0,0,0,0,"Morrisette, Sharon"
2017,Spring,31963,CI,467,Princ Tchg Lit to Child Youth,6,8,5,1,0,0,0,0,0,0,1,0,0,0,"Linares, Rebecca E"
2017,Spring,56814,CI,473,Disciplinary Literacy,0,43,1,0,1,0,0,1,0,0,0,0,0,0,"Dressman, Mark A"
2017,Spring,56816,CI,473,Disciplinary Literacy,37,27,8,1,2,0,0,0,0,0,0,0,0,0,"Dressman, Mark A"
2017,Spring,63340,CI,475,Teach Elem Rdg & Lang Arts I,0,8,10,3,0,0,0,0,0,0,0,0,0,0,"MacGregor, Nancy A"
2017,Spring,31969,CI,475,Teach Elem Rdg & Lang Arts I,18,10,0,2,0,0,0,0,0,0,0,0,0,0,"Minniear, Jacob N"
2017,Spring,31316,CLCV,100,Vocab Building-GRK & LAT Roots,0,3,1,5,1,3,4,5,1,2,1,2,4,1,"Carr, Brandon J"
2017,Spring,31317,CLCV,102,Medical Terms-GRK & LAT Roots,24,24,19,14,19,6,3,3,1,0,0,0,1,0,"Foulk, John M"
2017,Spring,31318,CLCV,111,Mythology of Greece and Rome,1,56,6,4,24,2,1,21,1,1,2,9,0,0,"Solomon, Jon"
2017,Spring,31319,CLCV,115,Mythology of Greece and Rome,1,15,3,6,3,0,0,1,0,0,0,0,1,0,"Cantwell, Katherine P"
2017,Spring,31320,CLCV,115,Mythology of Greece and Rome,5,9,2,4,8,0,0,0,0,0,1,0,0,0,"Hartley-Kroeger, Fiona"
2017,Spring,31321,CLCV,115,Mythology of Greece and Rome,2,12,0,5,4,0,0,1,0,0,0,0,0,1,"Hartley-Kroeger, Fiona"
2017,Spring,31322,CLCV,115,Mythology of Greece and Rome,0,18,2,3,3,0,0,2,1,0,0,0,0,0,"Arampapaslis, Konstantino"
2017,Spring,31323,CLCV,115,Mythology of Greece and Rome,0,12,4,0,9,0,1,2,0,0,2,0,0,0,"Hall, Andrew M"
2017,Spring,31324,CLCV,115,Mythology of Greece and Rome,2,14,3,0,8,1,0,2,0,0,0,0,0,0,"Hunt, Anna L"
2017,Spring,31325,CLCV,115,Mythology of Greece and Rome,1,20,1,2,5,0,0,0,0,0,0,0,0,0,"Stanull, Jennifer A"
2017,Spring,31326,CLCV,115,Mythology of Greece and Rome,0,10,7,1,6,1,0,1,0,0,0,0,2,0,"Hall, Andrew M"
2017,Spring,31327,CLCV,115,Mythology of Greece and Rome,1,11,1,1,4,1,0,1,0,0,0,0,2,0,"Schroer, Clayton A"
2017,Spring,31328,CLCV,115,Mythology of Greece and Rome,2,14,2,3,1,1,0,0,0,0,0,2,2,0,"Cantwell, Katherine P"
2017,Spring,31330,CLCV,115,Mythology of Greece and Rome,5,19,0,0,4,0,0,1,0,0,0,0,0,0,"Cantwell, Katherine P"
2017,Spring,38766,CLCV,115,Mythology of Greece and Rome,1,18,3,3,2,0,0,1,0,0,0,0,1,0,"Hunt, Anna L"
2017,Spring,52436,CLCV,115,Mythology of Greece and Rome,0,14,4,3,7,0,0,1,0,0,0,0,0,0,"Hall, Andrew M"
2017,Spring,31331,CLCV,116,The Roman Achievement,10,107,4,10,43,2,1,5,0,1,0,7,0,0,"Solomon, Jon"
2017,Spring,58508,CLCV,132,"Class Archaeology, Rome-Italy",2,9,6,4,2,3,0,0,2,0,0,0,2,0,"Walters, Brian C"
2017,Spring,46368,CLCV,160,Ancient Greek & Roman Religion,2,14,2,4,2,1,2,0,0,0,0,0,0,0,"Tzanetou, Angeliki"
2017,Spring,45762,CLCV,220,Origins of Western Literature,0,12,5,2,2,2,1,1,0,0,0,0,4,0,"Witzke, Serena S"
2017,Spring,38748,CLCV,240,Sex & Gender in Antiquity,6,17,3,1,0,0,0,0,0,0,0,0,0,0,"Tzanetou, Angeliki"
2017,Spring,50528,CMN,102,Intro to Comm Theory & Res,12,40,39,27,31,21,20,19,5,2,4,3,6,2,"Quick, Brian L"
2017,Spring,50585,CMN,211,Business Communication,0,15,7,2,1,0,0,0,0,0,0,0,0,0,"Costello, Thomas J"
2017,Spring,52898,CMN,211,Business Communication,0,5,7,0,2,3,2,0,0,0,0,1,1,0,"Ditewig-Morris, Kathleen"
2017,Spring,53252,CMN,211,Business Communication,0,9,1,2,5,0,0,1,3,0,0,0,1,0,"Ditewig-Morris, Kathleen"
2017,Spring,65215,CMN,212,Intro to Organizational Comm,2,8,4,8,6,1,2,2,0,0,0,0,0,0,"Poole, Marshall S"
2017,Spring,50688,CMN,212,Intro to Organizational Comm,0,6,7,3,6,1,2,2,0,0,2,0,1,0,"Bryan, Ann L"
2017,Spring,50684,CMN,212,Intro to Organizational Comm,0,5,4,4,8,4,1,2,0,0,0,0,0,1,"Proulx, Jeffrey"
2017,Spring,50685,CMN,212,Intro to Organizational Comm,1,2,7,4,4,4,2,2,1,0,0,1,0,0,"Proulx, Jeffrey"
2017,Spring,65071,CMN,213,Small Group Communication,5,11,6,2,1,2,0,2,0,0,0,0,0,0,"Reynolds-Tylus, Tobias J"
2017,Spring,65070,CMN,213,Small Group Communication,10,8,3,0,3,0,0,0,0,0,1,0,1,0,"Reynolds-Tylus, Tobias J"
2017,Spring,50588,CMN,220,Communicating Public Policy,0,11,5,0,2,3,2,0,0,0,0,0,0,0,"Pitchford, Matthew C"
2017,Spring,50599,CMN,230,Intro to Interpersonal Comm,23,51,30,27,18,19,7,9,3,1,3,0,4,2,"Guntzviller, Lisa"
2017,Spring,50601,CMN,232,Intro to Intercultural Comm,4,11,6,2,1,0,1,0,0,0,0,0,1,0,"Koven, Michele E"
2017,Spring,50600,CMN,232,Intro to Intercultural Comm,3,7,5,5,3,0,0,1,0,0,0,0,1,0,"Moga, Jillian L"
2017,Spring,56847,CMN,260,Intro to Health Communication,8,3,5,2,0,2,2,0,2,1,0,0,1,0,"Smith, Marisa A"
2017,Spring,50602,CMN,260,Intro to Health Communication,2,9,3,4,5,3,1,2,0,0,0,0,0,0,"Martinez Gonzal, Andrea"
2017,Spring,65216,CMN,260,Intro to Health Communication,2,12,6,0,3,3,1,1,0,0,0,0,0,0,"Martinez Gonzal, Andrea"
2017,Spring,50613,CMN,277,Intro to Mediated Comm,3,15,4,3,1,0,0,2,0,0,0,1,0,0,"Weeks, Kristopher R"
2017,Spring,50604,CMN,277,Intro to Mediated Comm,3,10,6,4,2,0,2,0,1,1,0,0,0,0,"Weeks, Kristopher R"
2017,Spring,50622,CMN,280,Comm Technology & Society,0,7,2,2,8,1,1,4,0,1,0,1,2,0,"Jackson, Sally A"
2017,Spring,50624,CMN,310,The Rhetorical Tradition,0,7,2,8,4,2,0,1,0,0,1,0,0,0,"O'Gorman, Thomas E"
2017,Spring,50625,CMN,321,Strategies of Persuasion,0,20,5,6,21,4,12,27,3,2,7,2,6,0,"Murphy, John M"
2017,Spring,50634,CMN,323,Argumentation,0,10,5,2,2,0,0,0,1,0,1,0,0,0,"Bellwood, Alia R"
2017,Spring,56848,CMN,326,Mass Media and the Audience,4,3,0,4,7,3,7,0,3,2,1,1,1,0,"Dixon, Travis L"
2017,Spring,60185,CMN,336,Family Communication,4,12,5,6,2,0,0,0,0,1,0,0,0,0,"Abendschein, Bryan"
2017,Spring,51876,CMN,336,Family Communication,0,10,5,3,2,2,1,1,1,1,0,0,1,0,"Wang, Ningxin"
2017,Spring,60184,CMN,336,Family Communication,1,8,5,1,6,3,1,0,1,1,0,0,2,1,"Abendschein, Bryan"
2017,Spring,64999,CMN,338,Relationships and Technologies,1,4,6,3,3,4,4,3,1,0,0,1,0,0,"Roache, David J"
2017,Spring,65861,CMN,338,Relationships and Technologies,0,1,5,1,0,5,3,3,3,3,2,1,3,0,"Roache, David J"
2017,Spring,52899,CMN,340,Visual Politics,0,7,6,4,8,5,0,1,1,0,0,0,1,0,"Bisbee, Donovan S"
2017,Spring,60187,CMN,340,Visual Politics,0,8,5,4,1,4,0,2,3,0,0,1,0,1,"Bisbee, Donovan S"
2017,Spring,64998,CMN,345,Visual Media Effects,0,1,2,2,15,5,2,3,1,1,0,0,0,0,"Bigsby, Elisabeth"
2017,Spring,58519,CMN,361,Storytelling as Oral Comm,2,4,6,2,6,5,1,3,0,0,0,1,2,0,"Bishop, Mardia J"
2017,Spring,54389,CMN,368,Sexual Communication,7,87,10,17,48,2,1,19,0,1,10,0,1,0,"Ramey, Mary E"
2017,Spring,52635,CMN,375,The American Family,0,26,15,12,7,6,1,1,1,0,1,0,1,0,"Giorgio, Grace A"
2017,Spring,51686,CMN,396,"Race, Class, Gender & Work",1,2,4,5,2,5,4,4,1,1,0,0,0,0,"Wright-Dixon, Trina J"
2017,Spring,50648,CMN,396,Leadership Comm Theory/Pract,0,15,4,3,0,0,0,2,0,0,1,0,1,0,"Costello, Thomas J"
2017,Spring,50642,CMN,396,Org Comm & Diversity,0,2,4,3,4,5,4,2,1,1,0,1,1,0,"Wright-Dixon, Trina J"
2017,Spring,50639,CMN,396,Org Comm & Diversity,3,4,3,6,6,6,1,0,1,0,0,0,1,0,"Wright-Dixon, Trina J"
2017,Spring,50643,CMN,396,Social Movement Communication,0,3,8,6,10,1,0,2,0,1,2,0,0,0,"Cisneros, Josue D"
2017,Spring,52643,CMN,410,Workplace Comm Technology,1,6,6,3,6,1,1,0,0,1,0,1,2,0,"Barley, William"
2017,Spring,50650,CMN,412,Adv Organizational Comm,0,8,7,1,2,8,0,1,1,1,0,0,0,3,"Lammers, John C"
2017,Spring,52652,CMN,429,Race and the Mass Media,1,4,2,4,7,1,4,3,0,1,2,0,1,0,"Dixon, Travis L"
2017,Spring,50993,CMN,435,Adv Interpersonal Comm,4,4,7,0,8,1,1,2,0,0,0,0,0,0,"Ramey, Mary E"
2017,Spring,58907,CMN,435,Adv Interpersonal Comm,7,4,6,3,3,2,3,0,0,0,2,0,0,0,"Ramey, Mary E"
2017,Spring,52656,CMN,462,Interpersonal Health Comm,2,8,7,4,4,3,1,2,0,0,0,0,0,0,"Guntzviller, Lisa"
2017,Spring,50661,CMN,463,Organizational Health Comm,0,13,8,6,7,4,1,3,0,0,0,0,0,0,"Lammers, John C"
2017,Spring,57313,CMN,496,Comm Tech & Altruism,0,17,0,5,0,0,1,0,0,0,0,0,0,0,"Jackson, Sally A"
2017,Spring,60771,CMN,502,Health Comm Research Methods I,0,19,1,0,1,0,0,0,0,0,0,0,0,0,"Skubisz, Christine M"
2017,Spring,65514,CMN,504,Health & Family Communication,3,16,0,1,1,0,0,0,0,0,0,0,0,0,"Reznik, Rachel M"
2017,Spring,31487,CPSC,112,Introduction to Crop Sciences,11,42,1,10,21,0,1,1,0,0,1,0,1,0,"Simmons, F W"
2017,Spring,48193,CPSC,116,The Global Food Production Web,0,168,0,0,22,0,0,0,0,0,0,0,0,1,"Bohn, Martin O"
2017,Spring,66101,CPSC,117,Agric. & Science of Coffee,6,29,21,2,3,3,0,0,0,0,0,0,0,0,"Briskin, Donald P"
2017,Spring,60004,CPSC,131,Agriculture in Mythology,0,382,0,0,33,0,0,14,0,0,9,0,9,2,"Rayburn, A L"
2017,Spring,31493,CPSC,241,Intro to Applied Statistics,0,10,0,0,6,0,0,6,0,0,4,0,0,0,"Butts-Wilmsmeye, Carolyn"
2017,Spring,31518,CPSC,261,Biotechnology in Agriculture,1,16,0,0,14,0,0,2,0,0,0,0,0,0,"Moose, Stephen P"
2017,Spring,31524,CPSC,336,Tomorrow's Environment,2,15,0,2,4,2,0,1,0,0,0,0,0,0,"Lee, DoKyoung"
2017,Spring,31503,CPSC,352,Plant Genetics,2,6,1,0,7,2,0,6,1,0,0,0,0,0,"Diers, Brian W"
2017,Spring,59036,CPSC,412,Principles of Crop Advising,10,35,5,7,7,2,0,2,0,0,0,0,0,0,"Nafziger, Emerson D"
2017,Spring,31547,CPSC,418,Crop Growth and Management,29,11,0,3,4,0,0,3,0,0,0,0,1,0,"Villamil, Maria B"
2017,Spring,31578,CPSC,440,Applied Statistical Methods I,1,13,14,3,14,3,2,4,2,0,1,1,1,0,"Lipka, Alexander E"
2017,Spring,52387,CPSC,542,Applied Statistical Methods II,2,6,4,6,4,1,0,2,1,0,0,0,0,0,"Butts-Wilmsmeye, Carolyn"
2017,Spring,31018,CS,101,Intro Computing: Engrg & Sci,239,159,72,61,44,24,9,12,9,7,2,5,15,3,"Davis, Neal E"
2017,Spring,31128,CS,105,Intro Computing: Non-Tech,184,130,64,42,41,21,11,14,1,5,9,1,22,3,"Haberman, Michael"
2017,Spring,31152,CS,125,Intro to Computer Science,28,44,22,10,26,10,12,14,7,1,1,0,2,2,"Chapman, William L"
2017,Spring,31155,CS,125,Intro to Computer Science,24,43,23,9,19,15,15,10,14,2,2,0,1,0,"Chapman, William L"
2017,Spring,50104,CS,125,Intro to Computer Science,25,54,16,11,23,15,9,12,8,3,1,1,0,2,"Chapman, William L"
2017,Spring,65120,CS,126,Software Design Studio,27,32,32,29,12,10,7,2,2,1,0,1,3,0,"Angrave, Lawrence C"
2017,Spring,65684,CS,126,Software Design Studio,9,15,26,18,8,10,3,4,4,2,0,0,4,0,"Angrave, Lawrence C"
2017,Spring,31187,CS,173,Discrete Structures,2,13,7,5,8,1,2,3,1,0,0,1,1,0,"Fleck, Margaret M"
2017,Spring,48263,CS,173,Discrete Structures,2,9,10,10,8,2,3,0,1,1,0,0,0,0,"Fleck, Margaret M"
2017,Spring,48264,CS,173,Discrete Structures,2,14,4,8,2,5,2,2,2,0,1,0,0,0,"Fleck, Margaret M"
2017,Spring,57329,CS,173,Discrete Structures,3,7,7,4,8,2,1,6,1,2,1,0,1,0,"Fleck, Margaret M"
2017,Spring,57330,CS,173,Discrete Structures,5,8,5,3,5,5,6,2,1,0,0,0,1,1,"Fleck, Margaret M"
2017,Spring,57446,CS,173,Discrete Structures,0,11,5,7,5,3,1,5,1,1,0,1,0,0,"Fleck, Margaret M"
2017,Spring,48265,CS,173,Discrete Structures,3,6,8,3,9,2,1,4,1,0,0,1,1,0,"Fleck, Margaret M"
2017,Spring,61915,CS,173,Discrete Structures,1,11,8,6,2,3,4,3,2,0,2,0,0,0,"Fleck, Margaret M"
2017,Spring,61916,CS,173,Discrete Structures,2,13,7,4,7,1,2,3,0,1,1,0,0,0,"Fleck, Margaret M"
2017,Spring,48266,CS,173,Discrete Structures,1,3,5,5,6,4,1,4,1,1,1,0,0,0,"Fleck, Margaret M"
2017,Spring,48267,CS,173,Discrete Structures,2,8,5,7,2,2,5,2,1,0,0,0,1,0,"Fleck, Margaret M"
2017,Spring,50441,CS,173,Discrete Structures,6,5,6,2,2,2,4,2,0,0,1,0,0,1,"Fleck, Margaret M"
2017,Spring,50442,CS,173,Discrete Structures,4,12,1,5,4,0,0,2,0,2,0,0,1,0,"Fleck, Margaret M"
2017,Spring,51087,CS,173,Discrete Structures,2,10,2,2,3,3,0,4,2,1,0,1,1,0,"Fleck, Margaret M"
2017,Spring,51089,CS,173,Discrete Structures,4,5,2,3,5,3,1,3,1,0,2,1,0,0,"Fleck, Margaret M"
2017,Spring,31193,CS,196,Freshman Honors,4,25,11,8,2,2,3,0,0,0,0,0,0,0,"Chapman, William L"
2017,Spring,48739,CS,199,Undergraduate Open Seminar,3,20,8,1,0,1,0,0,0,0,0,0,0,0,"Heeren, Cinda"
2017,Spring,31205,CS,210,Ethical & Professional Issues,10,108,20,3,12,2,2,0,1,0,0,0,2,0,"Cunningham, Ryan M"
2017,Spring,31208,CS,225,Data Structures,8,175,28,19,20,10,6,27,0,0,29,0,24,0,"Heeren, Cinda"
2017,Spring,31213,CS,225,Data Structures,11,137,27,20,33,17,10,17,0,0,27,0,24,4,"Heeren, Cinda"
2017,Spring,61689,CS,233,Computer Architecture,5,69,4,12,44,0,2,15,1,0,14,0,24,2,"Herman, Geoffrey L"
2017,Spring,43556,CS,241,System Programming,21,14,13,16,14,23,17,19,13,7,13,7,9,0,"Evans, Graham C"
2017,Spring,63636,CS,241,System Programming,11,17,24,10,6,11,14,9,6,16,4,6,6,1,"Evans, Graham C"
2017,Spring,43557,CS,242,Programming Studio,16,54,34,29,12,13,8,2,3,6,0,3,2,0,"Woodley, Michael J"
2017,Spring,31262,CS,296,Honors Course,35,36,2,0,0,0,0,1,0,0,0,0,0,0,"Heeren, Cinda"
2017,Spring,56375,CS,296,Honors Course,7,19,3,4,0,0,0,0,0,0,0,0,0,0,"Angrave, Lawrence C"
